2.184923411918060932e-03 1.023771983347555870e-01 -1.806565235933588545e-02 -3.092204653561227146e-03 -1.690999207506252155e-01 1.484780681340397424e-02 -6.201711026502241750e-03 -4.035119680722735330e-03 -2.597019381274773830e-01 -8.677616094775694212e-04 2.163916143045319616e-03 1.995925403352154931e-02
-8.743763790194838265e-03 7.880763750053956795e-02 5.422314577332829066e-02 -1.101323538428113612e-02 -3.970315057963992311e-01 1.449412125803293920e-02 5.704175242042451577e-02 -9.316609661069959192e-03 -2.177162681635328167e-01 1.156900411449423953e-02 1.537013243582198256e-02 -4.022978214675731329e-02
-1.618308337238177561e-02 -1.223885526111345851e-01 6.997589758266074822e-02 -2.262256985360684355e-02 1.757532464630279928e-02 -2.002260685102413493e-02 4.908908816593181984e-02 -2.613513548114985985e-02 1.722086267257978698e-01 -1.731274694708484843e-02 2.146739374314556026e-02 -7.185019028886420467e-02
1.960609511255079207e-02 -1.504230121131197029e-01 5.273995587728921852e-02 -2.810816576004305026e-02 -6.352361836633940717e-02 -1.326955982409801782e-01 3.294547259147947299e-02 -2.613086006888403617e-02 1.466124305583239307e-01 1.054332444850328634e-02 3.345698858019973548e-02 -6.169980852040852365e-02
-1.880845339882813994e-02 -6.987325114919396007e-02 -6.497756304479086753e-02 -2.048571490811539400e-02 -3.564213838095486170e-02 -1.490062838358653663e-01 -1.740570462660227802e-02 -2.085500380606490969e-02 1.049544355382607680e-01 -4.071518637645352157e-02 1.617136730285989241e-02 6.404340942484935961e-02
-8.097920225750850076e-03 9.791755582816176473e-02 -2.143626752567228885e-02 -4.885022147516971010e-03 7.547270679685792738e-02 -2.376276230059888236e-02 -1.722098947837234426e-02 -7.247589989138741862e-03 -7.585352524190702717e-02 -2.364809298149946754e-02 5.072305458747190451e-03 2.881533738088351906e-02
4.649196793709411100e-03 2.569745096048488553e-01 -4.526450050963040650e-03 5.424792352822077439e-03 6.270721902045259602e-03 -2.584649683314844265e-02 -7.595202356874863545e-03 4.806791526047623359e-03 -1.446485544159959169e-01 1.326258209392709199e-02 -3.158517114534393263e-03 3.234196496225102621e-03
-5.674862119603320439e-03 1.501377707984754249e-02 1.237409361118335400e-03 -7.532829751633497196e-03 7.541986188701387261e-01 -1.533429401102947946e-02 3.956519537644135470e-02 -7.466250670058563986e-03 -1.371039991848997941e-01 -6.695208516533380757e-04 7.383765809821364948e-03 -5.782561594412891602e-03
6.305485554309652428e-03 -4.840886364913704609e-02 1.181316483025671334e-02 -1.566044542040855025e-02 -6.025243814881971194e-02 1.189321457277991989e-01 -4.664592467404304020e-03 -1.079965147185483164e-02 1.028741849214115656e-01 -1.204354050547646986e-02 1.439862903749883349e-02 -2.797267601050593480e-02
4.875721256981557956e-03 2.613573287408352958e-02 7.867347293460287549e-03 4.399393880962854803e-02 4.919174213065068829e-02 -5.243081029467147602e-02 2.944763100132222200e-02 2.374256106402223773e-02 4.167539574085490917e-02 -1.917362463005305032e-03 -4.756636180756672327e-02 -8.854343889703629109e-03
-5.080384142813446080e-02 -1.113766321400843223e-01 6.135318046829754332e-03 5.693862401610917320e-03 -6.795353668057917129e-02 -1.747518072491193453e-01 2.821225265722234268e-04 5.911255167786933461e-03 1.127197178564500468e-01 -7.069943500855854768e-02 -5.131452631302606433e-03 4.706822092051739757e-03
2.058269361156428380e-04 -1.222828714466659902e-02 -6.817313745926191666e-03 -5.296548139743645356e-04 -2.194893739132287858e-02 1.333109113705912840e-01 -2.518498911048216559e-03 6.479713971320854270e-03 7.547092556136057381e-03 1.089809299744852328e-01 -1.868978560791186580e-03 9.992811200163636848e-04
6.544732013727145442e-03 -8.088332077545891743e-03 9.468184047933634207e-04 -1.554365971013485590e-03 -6.082186414972969024e-03 4.767986583641608406e-02 -1.733282783703020934e-03 -7.353339927393801913e-04 1.291983031951906245e-02 7.777156135355151045e-03 1.639410716404656083e-03 7.643215091312036569e-04
1.845566183095964929e-01 -1.322150122775513637e-01 -4.671985844325365726e-03 5.797193796090439194e-03 -1.846807955795576328e-02 9.379046386523964829e-02 -1.393496446570171264e-02 5.664820881148457249e-03 1.219288590367111069e-01 1.816102573103147433e-01 -8.834038493491964961e-03 5.660828595261193112e-04
7.074832213281282908e-03 -3.223013633038140230e-02 -1.479486429777755914e-02 -1.331717317933903653e-02 -1.107952277060479385e-01 -2.844412357731303242e-02 -2.820839784397666944e-02 -2.620651691585487025e-02 9.907542501598790019e-02 1.823475352993498069e-02 1.395784924941827210e-02 8.876593323923327727e-03
2.253603278090451217e-02 -4.714757109378841897e-03 -1.398689597750787071e-02 6.451692181811902183e-02 -1.098736490939589312e-02 -8.055934215521611680e-03 -1.979883249602248929e-02 7.211911617020932974e-02 3.302898839591771052e-02 1.831593273047954495e-02 -6.501715936930457795e-02 2.228772741470912491e-02
