2.184923411918063968e-03 1.023771983347557674e-01 1.806565235933588545e-02 3.092204653561223242e-03 1.690999207506254098e-01 1.484780681340398638e-02 6.201711026502234811e-03 4.035119680722739667e-03 2.597019381274768279e-01 8.677616094775676865e-04 2.163916143045323520e-03 1.995925403352151115e-02
8.743763790194853877e-03 7.880763750053949857e-02 5.422314577332840863e-02 1.101323538428115520e-02 3.970315057963996752e-01 1.449412125803291838e-02 5.704175242042443944e-02 9.316609661069978274e-03 2.177162681635330943e-01 1.156900411449422912e-02 1.537013243582199991e-02 4.022978214675738962e-02
1.618308337238179642e-02 1.223885526111346683e-01 6.997589758266056781e-02 2.262256985360685396e-02 1.757532464630277153e-02 2.002260685102418697e-02 4.908908816593179902e-02 2.613513548114983209e-02 1.722086267257980086e-01 1.731274694708486925e-02 2.146739374314557761e-02 7.185019028886420467e-02
1.960609511255083717e-02 1.504230121131198694e-01 5.273995587728930179e-02 2.810816576004307454e-02 6.352361836633933778e-02 1.326955982409799284e-01 3.294547259147939666e-02 2.613086006888407781e-02 1.466124305583237086e-01 1.054332444850328981e-02 3.345698858019978406e-02 6.169980852040839181e-02
1.880845339882809830e-02 6.987325114919384905e-02 6.497756304479075651e-02 2.048571490811536625e-02 3.564213838095485476e-02 1.490062838358656438e-01 1.740570462660226067e-02 2.085500380606494786e-02 1.049544355382606708e-01 4.071518637645356320e-02 1.617136730285991322e-02 6.404340942484920696e-02
8.097920225750863954e-03 9.791755582816195902e-02 2.143626752567226457e-02 4.885022147516979683e-03 7.547270679685794126e-02 2.376276230059891359e-02 1.722098947837230609e-02 7.247589989138735790e-03 7.585352524190684675e-02 2.364809298149943284e-02 5.072305458747183513e-03 2.881533738088354682e-02
4.649196793709418907e-03 2.569745096048493549e-01 4.526450050963052793e-03 5.424792352822077439e-03 6.270721902045267408e-03 2.584649683314846694e-02 7.595202356874873086e-03 4.806791526047613818e-03 1.446485544159959169e-01 1.326258209392707985e-02 3.158517114534392396e-03 3.234196496225104790e-03
5.674862119603311765e-03 1.501377707984757892e-02 1.237409361118334749e-03 7.532829751633498064e-03 7.541986188701385041e-01 1.533429401102947599e-02 3.956519537644138940e-02 7.466250670058555312e-03 1.371039991848995998e-01 6.695208516533380757e-04 7.383765809821374489e-03 5.782561594412890735e-03
6.305485554309648959e-03 4.840886364913703915e-02 1.181316483025671334e-02 1.566044542040853291e-02 6.025243814881980908e-02 1.189321457277992128e-01 4.664592467404304020e-03 1.079965147185483858e-02 1.028741849214116627e-01 1.204354050547645945e-02 1.439862903749883002e-02 2.797267601050596950e-02
4.875721256981564895e-03 2.613573287408350529e-02 7.867347293460299693e-03 4.399393880962843006e-02 4.919174213065064666e-02 5.243081029467134418e-02 2.944763100132227751e-02 2.374256106402217528e-02 4.167539574085494386e-02 1.917362463005302430e-03 4.756636180756665389e-02 8.854343889703618700e-03
